"condition","cost","notes","name","description","location","serial_number","purchase_date","id","created_date","updated_date","created_by_id","created_by","is_sample"
"good","","","ATU MFJ","","","","","69bc0f426e9fd81fd8c5e46b","2026-03-19T14:59:14.185000","2026-03-19T14:59:14.185000","6989c63749bb8ca536764155","seanswildsurvival@gmail.com","false"
"good","","","STANDARD HORIZON MARENE TRANS","","","","","69bc0f426e9fd81fd8c5e477","2026-03-19T14:59:14.185000","2026-03-19T14:59:14.185000","6989c63749bb8ca536764155","seanswildsurvival@gmail.com","false"
"good","","","BIRD ANT METRE 2:30mhz SLUG CORE","","","","","69bc0f426e9fd81fd8c5e472","2026-03-19T14:59:14.185000","2026-03-19T14:59:14.185000","6989c63749bb8ca536764155","seanswildsurvival@gmail.com","false"
"good","","","Paramedic first aid bag","","","","","69bc0f426e9fd81fd8c5e488","2026-03-19T14:59:14.185000","2026-03-19T14:59:14.185000","6989c63749bb8ca536764155","seanswildsurvival@gmail.com","false"
"good","","","RACK MOUNT RADIO CASE","","","","","69bc0f426e9fd81fd8c5e464","2026-03-19T14:59:14.185000","2026-03-19T14:59:14.185000","6989c63749bb8ca536764155","seanswildsurvival@gmail.com","false"
"good","70","Does not have usb-c or hdmi","Projector","","Scout Hut - Cabinet","Q8BF944AAAAAC0725","","69bc0f426e9fd81fd8c5e45d","2026-03-19T14:59:14.185000","2026-03-19T14:59:14.185000","6989c63749bb8ca536764155","seanswildsurvival@gmail.com","false"
"good","","","PROJECTOR SCREEN","","","","","69bc0f426e9fd81fd8c5e462","2026-03-19T14:59:14.185000","2026-03-19T14:59:14.185000","6989c63749bb8ca536764155","seanswildsurvival@gmail.com","false"
"good","","","RG215 20mtrs","","","","","69bc0f426e9fd81fd8c5e47a","2026-03-19T14:59:14.185000","2026-03-19T14:59:14.185000","6989c63749bb8ca536764155","seanswildsurvival@gmail.com","false"
"good","","","Misc cables and plugs","","","","","69bc0f426e9fd81fd8c5e485","2026-03-19T14:59:14.185000","2026-03-19T14:59:14.185000","6989c63749bb8ca536764155","seanswildsurvival@gmail.com","false"
"good","","","7x3 club banner","","","","","69bc0f426e9fd81fd8c5e482","2026-03-19T14:59:14.185000","2026-03-19T14:59:14.185000","6989c63749bb8ca536764155","seanswildsurvival@gmail.com","false"
"good","400","","ICOM 7400 (Radio)","","SMALL FLIGHT CASE","304122","","699f291c774965399ef5e92c","2026-02-25T16:53:48.745000","2026-02-25T16:53:48.745000","6989e301168d05768671dbb9","sean@defenderonfrequency.uk","false"
"good","70","Does not have usb-c or hdmi","Projector","","Scout Hut - Cabinet","Q8BF944AAAAAC0725","","699f27f47d29f622a69e05fb","2026-02-25T16:48:52.161000","2026-02-25T16:48:52.161000","6989e301168d05768671dbb9","sean@defenderonfrequency.uk","false"
"good","300","","Clansman Mast Accessories","","Mikes House","","","699f27c32f55d238ed7b1dbe","2026-02-25T16:48:03.197000","2026-02-25T16:48:03.197000","6989e301168d05768671dbb9","sean@defenderonfrequency.uk","false"
"good","100","","Clansman Racal Mast","","Mikes House","","","699f279723dfe23044872378","2026-02-25T16:47:19.605000","2026-02-25T16:47:19.605000","6989e301168d05768671dbb9","sean@defenderonfrequency.uk","false"
"good","50","","Honda Generator","","Mikes House","","","699f27756509d8f1fbf44994","2026-02-25T16:46:45.396000","2026-02-25T16:46:45.396000","6989e301168d05768671dbb9","sean@defenderonfrequency.uk","false"
