"date","end_date","notes","google_calendar_event_id","description","location","reminder_minutes","title","type","is_recurring","reminder_sent","id","created_date","updated_date","created_by_id","created_by","is_sample"
"2026-04-07T17:30:00.000Z","2026-04-07T21:00:00.000Z","","0jq4ue9dk21jv6un9ihn6uqak2","","1st Sedbury & Tidenham Scout Group, Grahamstown Rd, Sedbury, Chepstow NP16 7AD, UK","","Club Night","meeting","false","false","6a0c7ac9448eef9de01a2572","2026-05-19T14:59:21.844000","2026-05-19T14:59:21.844000","service_cc20309a-054a-4e44-9993-465ed96f1929","service+cc20309a-054a-4e44-9993-465ed96f1929@no-reply.base44.com","false"
"2026-07-21T17:30:00.000Z","2026-07-21T21:00:00.000Z","","5hqmmhr4guukesg0en1k40lr6i","","1st Sedbury & Tidenham Scout Group, Grahamstown Rd, Sedbury, Chepstow NP16 7AD, UK","","Club Night","meeting","false","false","6a0c7ac9c188be036679f70f","2026-05-19T14:59:21.572000","2026-05-19T14:59:21.572000","service_cc20309a-054a-4e44-9993-465ed96f1929","service+cc20309a-054a-4e44-9993-465ed96f1929@no-reply.base44.com","false"
"2026-07-07T17:30:00.000Z","2026-07-07T21:00:00.000Z","","5em0ieiumfidmuc43muu3pq1bg","","1st Sedbury & Tidenham Scout Group, Grahamstown Rd, Sedbury, Chepstow NP16 7AD, UK","","Club Night","meeting","false","false","6a0c7ac902760b385b68454e","2026-05-19T14:59:21.357000","2026-05-19T14:59:21.357000","service_cc20309a-054a-4e44-9993-465ed96f1929","service+cc20309a-054a-4e44-9993-465ed96f1929@no-reply.base44.com","false"
"2026-04-14T17:30","2026-04-14T21:00","","2gerhcreujhld6cks266bsgbep","","1st Sedbury & Tidenham Scout Group, Grahamstown Rd, Sedbury, Chepstow NP16 7AD, UK","","Shack Night","shack_night","false","false","69d4e00493f8883aada02198","2026-04-07T10:44:20.613000","2026-05-19T15:12:09.995000","service_cc20309a-054a-4e44-9993-465ed96f1929","service+cc20309a-054a-4e44-9993-465ed96f1929@no-reply.base44.com","false"
"2026-04-07T17:30:00.000Z","2026-04-07T21:00:00.000Z","","3cu1ld9liem9avk3t18s2fldb7","","1st Sedbury & Tidenham Scout Group, Grahamstown Rd, Sedbury, Chepstow NP16 7AD, UK","","Club Night","meeting","false","false","69d4e004aa002c50f662186f","2026-04-07T10:44:20.361000","2026-04-07T10:44:20.361000","service_cc20309a-054a-4e44-9993-465ed96f1929","service+cc20309a-054a-4e44-9993-465ed96f1929@no-reply.base44.com","false"
"2026-06-16T05:30:00.000Z","2026-06-16T06:30:00.000Z","","cgr64pj56gp6cbb2cco32b9kc9j64bb2clj34b9m6cojid9p6timcp9lcg","","","","Shack night","meeting","false","false","69d4df8c5908b92f0f6b818e","2026-04-07T10:42:20.324000","2026-04-07T10:42:20.324000","service_cc20309a-054a-4e44-9993-465ed96f1929","service+cc20309a-054a-4e44-9993-465ed96f1929@no-reply.base44.com","false"
"2026-04-18T12:05","2026-04-18T12:05","","","TBC","TBC","","Marconi day","other","false","false","69ce4d59018c3181f7188e3e","2026-04-02T11:04:57.158000","2026-04-02T11:04:57.158000","6989c63749bb8ca536764155","seanswildsurvival@gmail.com","false"
"2026-04-21T17:30:00.000Z","2026-04-21T18:30:00.000Z","","64o38ob26di36b9pclh68b9kchi66b9pc9im6b9h6hj6achl60q68cj66k","ReyNet Presentations","","","Radio Club","meeting","false","false","69ce4cf60c32d1ed155309a6","2026-04-02T11:03:18.668000","2026-04-02T11:03:18.668000","service_cc20309a-054a-4e44-9993-465ed96f1929","service+cc20309a-054a-4e44-9993-465ed96f1929@no-reply.base44.com","false"
"2026-03-31T18:00:00.000Z","2026-03-31T19:00:00.000Z","","68s36p34cdij6bb46oqj2b9kc4s66bb2cos3ab9m6crm4d32clij4dpm64","","","","Club AGM","meeting","false","false","69bc16dbb58b814500538d9e","2026-03-19T15:31:39.036000","2026-03-19T15:37:23.993000","service_cc20309a-054a-4e44-9993-465ed96f1929","service+cc20309a-054a-4e44-9993-465ed96f1929@no-reply.base44.com","false"
"2026-03-10T19:00","2026-03-10T20:00","","chi34opicpj30bb265gmcb9kcgq3ib9o6ss6cb9g6pi6cd1g6gp6ce346k","","","","Shack Night","shack_night","false","false","69bc16864c5334b0b6e9d025","2026-03-19T15:30:14.221000","2026-05-19T15:12:18.891000","service_cc20309a-054a-4e44-9993-465ed96f1929","service+cc20309a-054a-4e44-9993-465ed96f1929@no-reply.base44.com","false"
"2026-06-23T18:00","2026-06-23T20:30","","cgsjedj46ph3cb9hc8qjib9k74om2bb26cpj2bb5c9ijgdhl6goj6cr370","","","","Radio club","meeting","false","false","69bc06b1858c3c5d324eae19","2026-03-19T14:22:41.423000","2026-04-07T10:42:07.368000","service_cc20309a-054a-4e44-9993-465ed96f1929","service+cc20309a-054a-4e44-9993-465ed96f1929@no-reply.base44.com","false"
"2026-05-05T17:30","2026-05-05T18:30","","cco62p35c8sj6bb46sq62b9k69j6ab9oclh38bb26sr3epb56osjacj470","","","","Club Night","meeting","false","false","69bc06afcddce6deb2d372c2","2026-03-19T14:22:39.785000","2026-05-07T06:42:53.765000","service_cc20309a-054a-4e44-9993-465ed96f1929","service+cc20309a-054a-4e44-9993-465ed96f1929@no-reply.base44.com","false"
"2026-05-12T18:00","2026-05-12T19:00","","68rj4opj6ss30b9mc8q3gb9k74pj2bb2c4q68bb4c5gj0e9k6kp68dhh6k","","","","Shack Night","shack_night","false","false","69bc06af361ed8c8b6bdb798","2026-03-19T14:22:39.231000","2026-05-19T15:11:59.848000","service_cc20309a-054a-4e44-9993-465ed96f1929","service+cc20309a-054a-4e44-9993-465ed96f1929@no-reply.base44.com","false"
"2026-04-28T18:00:00.000Z","2026-04-28T19:00:00.000Z","","6dj3ip9k6hh3gbb2cpgj0b9k65j64bb1cgqjibb36kpjgo9i71i66d9g6g","","","","Radio club","meeting","false","false","69bc06ae5d6a73984bb6ff60","2026-03-19T14:22:38.699000","2026-03-19T15:37:24.506000","service_cc20309a-054a-4e44-9993-465ed96f1929","service+cc20309a-054a-4e44-9993-465ed96f1929@no-reply.base44.com","false"
"2027-05-21T07:30:00.000Z","2027-05-23T08:30:00.000Z","","6cqm4d1i6lgm4b9nchgj2b9kc8s6cbb26sqmab9k6ks34dhi61j30dhg6s","","","","Dayton Hamvention","other","false","false","69bc06ad9355485a650a43d9","2026-03-19T14:22:37.629000","2026-03-19T14:22:37.629000","service_cc20309a-054a-4e44-9993-465ed96f1929","service+cc20309a-054a-4e44-9993-465ed96f1929@no-reply.base44.com","false"
"2027-02-12T08:30:00.000Z","2027-02-14T09:30:00.000Z","","6go34ohmccrm8bb2c9hm4b9kc4o3gbb26tj32b9icgo3iphhccsj6p9h68","","","","HamCation Orlando","other","false","false","69bc06ada39f8f787f638cc8","2026-03-19T14:22:37.408000","2026-03-19T15:37:23.533000","service_cc20309a-054a-4e44-9993-465ed96f1929","service+cc20309a-054a-4e44-9993-465ed96f1929@no-reply.base44.com","false"
"2026-03-10T18:30","2026-03-10T21:30","","","Shack Night","Scout Hut","","Shack Night","shack_night","false","false","69af3263a15161c087823c95","2026-03-09T20:49:39.085000","2026-05-19T15:12:24.867000","698a016c90b8c3b26adb33ed","mw7gqb@gmail.com","false"
"2026-03-17T19:28","2026-03-17T21:28","","","","Scout hut","","Club Night","meeting","false","false","6994cf8d7fa8941c979a2bd8","2026-02-17T20:29:01.243000","2026-03-19T14:26:04.969000","6989c63749bb8ca536764155","seanswildsurvival@gmail.com","false"
"2026-03-03T19:28","2026-03-03T21:28","","","","Scout Hut","","Meeting","meeting","false","false","6994cf6f0f3e2d95b533d6b9","2026-02-17T20:28:31.034000","2026-02-22T20:24:24.579000","6989c63749bb8ca536764155","seanswildsurvival@gmail.com","false"
"2026-03-31T19:30","2026-03-31T19:30","","","AGM - election of officers and review of the year","Scout Hut","","Annual General Meeting","agm","false","false","6989c760af1d0bba7cb147fb","2026-02-09T11:39:12.530000","2026-03-24T21:49:11.467000","6989c63749bb8ca536764155","seanswildsurvival@gmail.com","false"
